	t	year	month	day hour	Te	RHe_water	ws	wd	Rglob	Rdif	Rbeam	precip
    3718    2007       6       4      21    21.3    32.7     2.0   200.0    46.4    46.4     0.0    0.00
    3719    2007       6       4      22    19.7    33.3     2.0   230.0     5.0     5.0     0.0    0.00
    3720    2007       6       4      23    18.0    34.0     2.0   230.0     0.0     0.0     0.0    0.00
    3721    2007       6       4       0    16.1    46.0     1.3   230.0     0.0     0.0     0.0    0.00
    3722    2007       6       4       1    14.3    58.0     0.7   230.0     0.0     0.0     0.0    0.00
    3723    2007       6       5       2    12.4    70.0     0.0     0.0     0.0     0.0     0.0    0.00
    3724    2007       6       5       3    12.7    69.7     0.3   350.0     0.0     0.0     0.0    0.00
    3725    2007       6       5       4    13.0    69.3     0.7   350.0    15.6    15.6     0.0    0.00
    3726    2007       6       5       5    13.3    69.0     1.0   350.0    76.1    29.1   262.6    0.00
    3727    2007       6       5       6    15.4    62.7     1.7   350.0   180.0    48.6   444.5    0.00
    3728    2007       6       5       7    17.4    56.3     2.3    80.0   306.9    65.9   581.1    0.00
    3729    2007       6       5       8    19.5    50.0     3.0    80.0   436.4    77.4   679.3    0.00
    3730    2007       6       5       9    20.2    49.3     3.7    80.0   557.8    87.3   747.7    0.00
    3731    2007       6       5      10    20.8    48.7     4.3   130.0   663.1    95.2   800.3    0.00
    3732    2007       6       5      11    21.5    48.0     5.0   130.0   742.2   101.3   837.8    0.00
    3733    2007       6       5      12    21.7    44.7     5.3   130.0   792.8   103.7   872.2    0.00
    3734    2007       6       5      13    21.8    41.3     5.7   140.0   806.4   103.4   895.8    0.00
    3735    2007       6       5      14    22.0    38.0     6.0   140.0   779.4   101.6   906.5    0.00
    3736    2007       6       5      15    21.9    36.7     6.0   140.0   719.2    98.6   908.3    0.00
    3737    2007       6       5      16    21.8    35.3     6.0   130.0   631.9    92.3   907.2    0.00
    3738    2007       6       5      17    21.7    34.0     6.0   130.0   515.8    87.5   877.9    0.00
    3739    2007       6       5      18    21.1    34.0     5.0   130.0   385.8    79.9   823.6    0.00
    3740    2007       6       5      19    20.6    34.0     4.0   130.0   252.5    66.0   739.8    0.00
    3741    2007       6       5      20    20.0    34.0     3.0   130.0   136.4    46.3   647.5    0.00
    3742    2007       6       5      21    18.6    40.7     2.0   130.0    46.4    46.4     0.0    0.00
    3743    2007       6       5      22    17.3    47.3     1.0   130.0     4.4     4.4     0.0    0.00
    3744    2007       6       5      23    15.9    54.0     0.0     0.0     0.0     0.0     0.0    0.00
    3745    2007       6       5       0    14.2    61.7     0.0     0.0     0.0     0.0     0.0    0.00
    3746    2007       6       5       1    12.4    69.3     0.0     0.0     0.0     0.0     0.0    0.00
    3747    2007       6       6       2    10.7    77.0     0.0     0.0     0.0     0.0     0.0    0.00
    3748    2007       6       6       3    10.4    80.0     0.0     0.0     0.0     0.0     0.0    0.00
    3749    2007       6       6       4    10.2    83.0     0.0     0.0     6.9     6.9     0.0    0.00
    3750    2007       6       6       5     9.9    86.0     0.0     0.0    66.1    30.4   199.8    0.00
    3751    2007       6       6       6    13.1    74.0     1.0   300.0   154.7    51.6   348.6    0.00
    3752    2007       6       6       7    16.4    62.0     2.0   300.0   299.4    74.2   541.0    0.00
    3753    2007       6       6       8    19.6    50.0     3.0   300.0   418.3    89.2   621.0    0.00
    3754    2007       6       6       9    21.6    43.0     3.0   300.0   548.1   101.9   707.5    0.00
    3755    2007       6       6      10    23.7    36.0     3.0   320.0   643.6   123.1   732.2    0.00
    3756    2007       6       6      11    25.7    29.0     3.0   320.0   693.9   175.2   677.1    0.00
    3757    2007       6       6      12    26.4    28.0     3.7   320.0   752.5   205.5   691.3    0.00
    3758    2007       6       6      13    27.0    27.0     4.3   280.0   773.9   161.8   778.8    0.00
    3759    2007       6       6      14    27.7    26.0     5.0   280.0   741.9   171.4   761.7    0.00
    3760    2007       6       6      15    27.6    25.0     5.0   280.0   680.3   180.2   730.6    0.00
    3761    2007       6       6      16    27.6    24.0     5.0   300.0   560.0   178.2   640.4    0.00
    3762    2007       6       6      17    27.5    23.0     5.0   300.0   496.1   119.4   769.7    0.00
    3763    2007       6       6      18    26.9    23.3     4.3   300.0   358.9    85.5   733.0    0.00
    3764    2007       6       6      19    26.4    23.7     3.7   280.0   262.8    60.6   796.7    0.00
    3765    2007       6       6      20    25.8    24.0     3.0   280.0   150.8    74.4   542.2    0.00
    3766    2007       6       6      21    24.2    28.7     3.7   280.0    63.9    63.9     0.0    0.00
    3767    2007       6       6      22    22.7    33.3     4.3    20.0     6.7     6.7     0.0    0.00
    3768    2007       6       6      23    21.1    38.0     5.0    20.0     0.0     0.0     0.0    0.00
    3769    2007       6       6       0    19.4    41.3     4.7    20.0     0.0     0.0     0.0    0.00
    3770    2007       6       6       1    17.6    44.7     4.3    10.0     0.0     0.0     0.0    0.00
    3771    2007       6       7       2    15.9    48.0     4.0    10.0     0.0     0.0     0.0    0.00
    3772    2007       6       7       3    15.2    51.7     3.7    10.0     0.0     0.0     0.0    0.00
    3773    2007       6       7       4    14.5    55.3     3.3    10.0    18.1    18.1     0.0    0.00
    3774    2007       6       7       5    13.8    59.0     3.0    10.0    79.2    29.8   273.8    0.00
    3775    2007       6       7       6    15.1    56.7     3.0    10.0   199.7    51.5   498.4    0.00
    3776    2007       6       7       7    16.4    54.3     3.0   360.0   313.1    63.2   600.4    0.00
    3777    2007       6       7       8    17.7    52.0     3.0   360.0   455.6    65.6   734.0    0.00
    3778    2007       6       7       9    19.1    46.3     3.7   360.0   577.2    66.2   808.4    0.00
    3779    2007       6       7      10    20.4    40.7     4.3   350.0   684.2    74.7   856.0    0.00
    3780    2007       6       7      11    21.8    35.0     5.0   350.0   761.4    86.8   879.3    0.00
    3781    2007       6       7      12    22.4    32.7     4.7   350.0   810.0    79.6   921.8    0.00
    3782    2007       6       7      13    22.9    30.3     4.3   350.0   806.4    85.9   915.5    0.00
    3783    2007       6       7      14    23.5    28.0     4.0   350.0   781.9    88.6   924.2    0.00
    3784    2007       6       7      15    23.8    27.3     3.7   350.0   705.3    98.7   884.5    0.00
    3785    2007       6       7      16    24.2    26.7     3.3    20.0   640.3    78.9   939.3    0.00
    3786    2007       6       7      17    24.5    26.0     3.0    20.0   527.2    69.6   932.2    0.00
    3787    2007       6       7      18    24.2    26.7     3.3    20.0   398.9    65.5   890.1    0.00
    3788    2007       6       7      19    23.8    27.3     3.7   320.0   265.6    53.1   831.9    0.00
    3789    2007       6       7      20    23.5    28.0     4.0   320.0   135.3    38.2   680.9    0.00
    3790    2007       6       7      21    21.7    34.0     3.3   320.0    49.2    49.2     0.0    0.00
    3791    2007       6       7      22    20.0    40.0     2.7   300.0     6.9     6.9     0.0    0.00
    3792    2007       6       7      23    18.2    46.0     2.0   300.0     0.0     0.0     0.0    0.00
    3793    2007       6       7       0    17.1    50.3     2.3   300.0     0.0     0.0     0.0    0.00
    3794    2007       6       7       1    15.9    54.7     2.7   300.0     0.0     0.0     0.0    0.00
    3795    2007       6       8       2    14.8    59.0     3.0   300.0     0.0     0.0     0.0    0.00
    3796    2007       6       8       3    14.8    60.7     2.7   300.0     0.3     0.3     0.0    0.00
    3797    2007       6       8       4    14.9    62.3     2.3   300.0    26.7    26.7     0.0    0.00
    3798    2007       6       8       5    14.9    64.0     2.0   300.0    90.6    38.6   285.3    0.00
    3799    2007       6       8       6    16.3    60.0     2.3   300.0   181.7    58.6   411.7    0.00
    3800    2007       6       8       7    17.8    56.0     2.7   360.0   298.3    68.9   548.9    0.00
    3801    2007       6       8       8    19.2    52.0     3.0   360.0   413.3    90.1   608.3    0.00
    3802    2007       6       8       9    20.8    46.0     3.3   360.0   545.8    82.8   732.5    0.00
    3803    2007       6       8      10    22.3    40.0     3.7   340.0   676.7    74.4   844.4    0.00
    3804    2007       6       8      11    23.9    34.0     4.0   340.0   755.0    74.3   886.0    0.00
    3805    2007       6       8      12    24.7    29.7     3.7   340.0   801.4    76.2   914.1    0.00
    3806    2007       6       8      13    25.4    25.3     3.3   350.0   810.0    81.0   925.1    0.00
    3807    2007       6       8      14    26.2    21.0     3.0   350.0   786.7    79.6   939.8    0.00
    3808    2007       6       8      15    26.7    20.3     3.3   350.0   721.1    80.9   931.8    0.00
    3809    2007       6       8      16    27.2    19.7     3.7   320.0   630.0    82.1   914.7    0.00
    3810    2007       6       8      17    27.7    19.0     4.0   320.0   516.4   111.1   823.1    0.00
    3811    2007       6       8      18    26.8    21.7     3.7   320.0   319.7   160.6   423.0    0.00
    3812    2007       6       8      19    26.0    24.3     3.3   340.0   244.4   106.7   535.7    0.00
    3813    2007       6       8      20    25.1    27.0     3.0   340.0    96.1    55.4   282.2    0.00
    3814    2007       6       8      21    22.8    34.0     2.7   340.0    39.4    39.4     0.0    0.00
    3815    2007       6       8      22    20.5    41.0     2.3   350.0     9.7     9.7     0.0    0.00
    3816    2007       6       8      23    18.2    48.0     2.0   350.0     0.0     0.0     0.0    0.00
    3817    2007       6       8       0    16.7    54.3     1.3   350.0     0.0     0.0     0.0    0.00
    3818    2007       6       8       1    15.3    60.7     0.7   350.0     0.0     0.0     0.0    0.00
    3819    2007       6       9       2    13.8    67.0     0.0     0.0     0.0     0.0     0.0    0.00
    3820    2007       6       9       3    14.2    67.0     0.7   320.0     0.0     0.0     0.0    0.00
    3821    2007       6       9       4    14.5    67.0     1.3   320.0    16.7    16.7     0.0    0.00
    3822    2007       6       9       5    14.9    67.0     2.0   320.0    83.6    35.1   266.0    0.00
    3823    2007       6       9       6    17.0    61.0     1.7   320.0   187.2    60.2   424.6    0.00
    3824    2007       6       9       7    19.0    55.0     1.3   340.0   297.8    71.2   542.3    0.00
    3825    2007       6       9       8    21.1    49.0     1.0   340.0   437.8    82.5   666.7    0.00
    3826    2007       6       9       9    22.5    40.0     1.3   340.0   564.4    85.7   755.8    0.00
    3827    2007       6       9      10    23.8    31.0     1.7   340.0   666.7    91.6   806.3    0.00
    3828    2007       6       9      11    25.2    22.0     2.0   340.0   739.7    97.4   836.0    0.00
    3829    2007       6       9      12    26.0    21.0     2.7   340.0   793.1    85.7   890.5    0.00
    3830    2007       6       9      13    26.7    20.0     3.3   310.0   807.8    80.2   922.0    0.00
    3831    2007       6       9      14    27.5    19.0     4.0   310.0   786.7    79.6   939.8    0.00
    3832    2007       6       9      15    27.8    18.7     4.0   310.0   716.4    82.3   921.2    0.00
    3833    2007       6       9      16    28.1    18.3     4.0   310.0   627.8    82.4   908.3    0.00
    3834    2007       6       9      17    28.4    18.0     4.0   310.0   520.6    90.4   870.9    0.00
    3835    2007       6       9      18    27.9    19.3     3.7   310.0   390.3    75.3   833.6    0.00
    3836    2007       6       9      19    27.3    20.7     3.3   280.0   259.2    77.9   700.3    0.00
